m49,VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
275,Geography and population,Land use,Cultivated area (arable land + permanent crops),Palestine,2018,151.7909,1000 ha,X,false
275,Geography and population,Land use,Cultivated area (arable land + permanent crops),Palestine,2019,148.3273,1000 ha,X,false
275,Geography and population,Land use,Cultivated area (arable land + permanent crops),Palestine,2020,130.8636,1000 ha,X,false
275,Geography and population,Land use,Cultivated area (arable land + permanent crops),Palestine,2021,113.2,1000 ha,X,false
275,Geography and population,Land use,Cultivated area (arable land + permanent crops),Palestine,2022,113.2,1000 ha,X,false
591,Geography and population,Land use,Cultivated area (arable land + permanent crops),Panama,2018,684,1000 ha,X,false
591,Geography and population,Land use,Cultivated area (arable land + permanent crops),Panama,2019,674,1000 ha,X,false
591,Geography and population,Land use,Cultivated area (arable land + permanent crops),Panama,2020,665.1,1000 ha,X,false
591,Geography and population,Land use,Cultivated area (arable land + permanent crops),Panama,2021,672.316,1000 ha,X,false
591,Geography and population,Land use,Cultivated area (arable land + permanent crops),Panama,2022,672.316,1000 ha,X,false
598,Geography and population,Land use,Cultivated area (arable land + permanent crops),Papua New Guinea,2018,1215,1000 ha,X,false
598,Geography and population,Land use,Cultivated area (arable land + permanent crops),Papua New Guinea,2019,1215,1000 ha,X,false
598,Geography and population,Land use,Cultivated area (arable land + permanent crops),Papua New Guinea,2020,1215,1000 ha,X,false
598,Geography and population,Land use,Cultivated area (arable land + permanent crops),Papua New Guinea,2021,1215,1000 ha,X,false
598,Geography and population,Land use,Cultivated area (arable land + permanent crops),Papua New Guinea,2022,1215,1000 ha,X,false
600,Geography and population,Land use,Cultivated area (arable land + permanent crops),Paraguay,2018,4352.6828,1000 ha,X,false
600,Geography and population,Land use,Cultivated area (arable land + permanent crops),Paraguay,2019,4413.4703,1000 ha,X,false
600,Geography and population,Land use,Cultivated area (arable land + permanent crops),Paraguay,2020,4471.4078,1000 ha,X,false
600,Geography and population,Land use,Cultivated area (arable land + permanent crops),Paraguay,2021,4528.7623,1000 ha,X,false
600,Geography and population,Land use,Cultivated area (arable land + permanent crops),Paraguay,2022,4643.491,1000 ha,X,false
604,Geography and population,Land use,Cultivated area (arable land + permanent crops),Peru,2018,5898.589,1000 ha,X,false
604,Geography and population,Land use,Cultivated area (arable land + permanent crops),Peru,2019,5678.29,1000 ha,X,false
604,Geography and population,Land use,Cultivated area (arable land + permanent crops),Peru,2020,6196.9895,1000 ha,X,false
604,Geography and population,Land use,Cultivated area (arable land + permanent crops),Peru,2021,6715.689,1000 ha,X,false
604,Geography and population,Land use,Cultivated area (arable land + permanent crops),Peru,2022,6198.638,1000 ha,X,false
608,Geography and population,Land use,Cultivated area (arable land + permanent crops),Philippines,2018,11113,1000 ha,X,false
608,Geography and population,Land use,Cultivated area (arable land + permanent crops),Philippines,2019,11136,1000 ha,X,false
608,Geography and population,Land use,Cultivated area (arable land + permanent crops),Philippines,2020,11159,1000 ha,X,false
608,Geography and population,Land use,Cultivated area (arable land + permanent crops),Philippines,2021,11183,1000 ha,X,false
608,Geography and population,Land use,Cultivated area (arable land + permanent crops),Philippines,2022,11183,1000 ha,X,false
616,Geography and population,Land use,Cultivated area (arable land + permanent crops),Poland,2018,11362,1000 ha,X,false
616,Geography and population,Land use,Cultivated area (arable land + permanent crops),Poland,2019,11395,1000 ha,X,false
616,Geography and population,Land use,Cultivated area (arable land + permanent crops),Poland,2020,11530,1000 ha,X,false
616,Geography and population,Land use,Cultivated area (arable land + permanent crops),Poland,2021,11459,1000 ha,X,false
616,Geography and population,Land use,Cultivated area (arable land + permanent crops),Poland,2022,11545,1000 ha,X,false
620,Geography and population,Land use,Cultivated area (arable land + permanent crops),Portugal,2018,1744.1535,1000 ha,X,false
620,Geography and population,Land use,Cultivated area (arable land + permanent crops),Portugal,2019,1859.7504,1000 ha,X,false
620,Geography and population,Land use,Cultivated area (arable land + permanent crops),Portugal,2020,1840.9698,1000 ha,X,false
620,Geography and population,Land use,Cultivated area (arable land + permanent crops),Portugal,2021,1831.8118,1000 ha,X,false
620,Geography and population,Land use,Cultivated area (arable land + permanent crops),Portugal,2022,1799.5946,1000 ha,X,false
630,Geography and population,Land use,Cultivated area (arable land + permanent crops),Puerto Rico,2018,66.2,1000 ha,X,false
630,Geography and population,Land use,Cultivated area (arable land + permanent crops),Puerto Rico,2019,66.2,1000 ha,X,false
630,Geography and population,Land use,Cultivated area (arable land + permanent crops),Puerto Rico,2020,66.2,1000 ha,X,false
630,Geography and population,Land use,Cultivated area (arable land + permanent crops),Puerto Rico,2021,66.2,1000 ha,X,false
630,Geography and population,Land use,Cultivated area (arable land + permanent crops),Puerto Rico,2022,66.2,1000 ha,X,false
634,Geography and population,Land use,Cultivated area (arable land + permanent crops),Qatar,2018,24,1000 ha,X,false
634,Geography and population,Land use,Cultivated area (arable land + permanent crops),Qatar,2019,24,1000 ha,X,false
634,Geography and population,Land use,Cultivated area (arable land + permanent crops),Qatar,2020,24,1000 ha,X,false
634,Geography and population,Land use,Cultivated area (arable land + permanent crops),Qatar,2021,24,1000 ha,X,false
634,Geography and population,Land use,Cultivated area (arable land + permanent crops),Qatar,2022,24,1000 ha,X,false
410,Geography and population,Land use,Cultivated area (arable land + permanent crops),Republic of Korea,2018,1596,1000 ha,X,false
410,Geography and population,Land use,Cultivated area (arable land + permanent crops),Republic of Korea,2019,1581,1000 ha,X,false
410,Geography and population,Land use,Cultivated area (arable land + permanent crops),Republic of Korea,2020,1565,1000 ha,X,false
410,Geography and population,Land use,Cultivated area (arable land + permanent crops),Republic of Korea,2021,1547,1000 ha,X,false
410,Geography and population,Land use,Cultivated area (arable land + permanent crops),Republic of Korea,2022,1528,1000 ha,X,false
498,Geography and population,Land use,Cultivated area (arable land + permanent crops),Republic of Moldova,2018,1916,1000 ha,X,false
498,Geography and population,Land use,Cultivated area (arable land + permanent crops),Republic of Moldova,2019,1921.7,1000 ha,X,false
498,Geography and population,Land use,Cultivated area (arable land + permanent crops),Republic of Moldova,2020,1927,1000 ha,X,false
498,Geography and population,Land use,Cultivated area (arable land + permanent crops),Republic of Moldova,2021,1937,1000 ha,X,false
498,Geography and population,Land use,Cultivated area (arable land + permanent crops),Republic of Moldova,2022,1945,1000 ha,X,false
642,Geography and population,Land use,Cultivated area (arable land + permanent crops),Romania,2018,9126,1000 ha,X,false
642,Geography and population,Land use,Cultivated area (arable land + permanent crops),Romania,2019,9378,1000 ha,X,false
642,Geography and population,Land use,Cultivated area (arable land + permanent crops),Romania,2020,8886,1000 ha,X,false
642,Geography and population,Land use,Cultivated area (arable land + permanent crops),Romania,2021,8989,1000 ha,X,false
642,Geography and population,Land use,Cultivated area (arable land + permanent crops),Romania,2022,8605,1000 ha,X,false
643,Geography and population,Land use,Cultivated area (arable land + permanent crops),Russian Federation,2018,123442,1000 ha,X,false
643,Geography and population,Land use,Cultivated area (arable land + permanent crops),Russian Federation,2019,123442,1000 ha,X,false
643,Geography and population,Land use,Cultivated area (arable land + permanent crops),Russian Federation,2020,123442,1000 ha,X,false
643,Geography and population,Land use,Cultivated area (arable land + permanent crops),Russian Federation,2021,123442,1000 ha,X,false
643,Geography and population,Land use,Cultivated area (arable land + permanent crops),Russian Federation,2022,123442,1000 ha,X,false
646,Geography and population,Land use,Cultivated area (arable land + permanent crops),Rwanda,2018,1545,1000 ha,X,false
646,Geography and population,Land use,Cultivated area (arable land + permanent crops),Rwanda,2019,1502,1000 ha,X,false
646,Geography and population,Land use,Cultivated area (arable land + permanent crops),Rwanda,2020,1560.6,1000 ha,X,false
646,Geography and population,Land use,Cultivated area (arable land + permanent crops),Rwanda,2021,1618.4,1000 ha,X,false
646,Geography and population,Land use,Cultivated area (arable land + permanent crops),Rwanda,2022,1618.4,1000 ha,X,false
659,Geography and population,Land use,Cultivated area (arable land + permanent crops),Saint Kitts and Nevis,2018,5.1,1000 ha,X,false
659,Geography and population,Land use,Cultivated area (arable land + permanent crops),Saint Kitts and Nevis,2019,5.1,1000 ha,X,false
659,Geography and population,Land use,Cultivated area (arable land + permanent crops),Saint Kitts and Nevis,2020,5.1,1000 ha,X,false
659,Geography and population,Land use,Cultivated area (arable land + permanent crops),Saint Kitts and Nevis,2021,5.1,1000 ha,X,false
659,Geography and population,Land use,Cultivated area (arable land + permanent crops),Saint Kitts and Nevis,2022,5.1,1000 ha,X,false
662,Geography and population,Land use,Cultivated area (arable land + permanent crops),Saint Lucia,2018,9.57,1000 ha,X,false
662,Geography and population,Land use,Cultivated area (arable land + permanent crops),Saint Lucia,2019,9.57,1000 ha,X,false
662,Geography and population,Land use,Cultivated area (arable land + permanent crops),Saint Lucia,2020,9.57,1000 ha,X,false
662,Geography and population,Land use,Cultivated area (arable land + permanent crops),Saint Lucia,2021,9.57,1000 ha,X,false
662,Geography and population,Land use,Cultivated area (arable land + permanent crops),Saint Lucia,2022,9.57,1000 ha,X,false
670,Geography and population,Land use,Cultivated area (arable land + permanent crops),Saint Vincent and the Grenadines,2018,5,1000 ha,X,false
670,Geography and population,Land use,Cultivated area (arable land + permanent crops),Saint Vincent and the Grenadines,2019,5,1000 ha,X,false
670,Geography and population,Land use,Cultivated area (arable land + permanent crops),Saint Vincent and the Grenadines,2020,5,1000 ha,X,false
670,Geography and population,Land use,Cultivated area (arable land + permanent crops),Saint Vincent and the Grenadines,2021,5,1000 ha,X,false
670,Geography and population,Land use,Cultivated area (arable land + permanent crops),Saint Vincent and the Grenadines,2022,5,1000 ha,X,false
882,Geography and population,Land use,Cultivated area (arable land + permanent crops),Samoa,2018,47.35,1000 ha,X,false
882,Geography and population,Land use,Cultivated area (arable land + permanent crops),Samoa,2019,43,1000 ha,X,false
882,Geography and population,Land use,Cultivated area (arable land + permanent crops),Samoa,2020,43,1000 ha,X,false
